ID,pH,Temp_C,DBO5_mgL,DQO_mgL,SST_mgL,N_Total_mgL,P_Total_mgL,Grasas_Aceites_mgL,Conductividad_uScm,OD_mgL,Estado
7494,,22.0,,370.9,,6.1,8.6,3.5,1298.0,0.97,GRAVE
7495,5.73,24.3,249.2,179.6,295.3,4.4,6.39,,1055.0,,GRAVE
7496,6.4,29.5,11.0,464.0,161.2,37.8,1.15,6.6,1436.0,3.68,PROBLEMATICO
7497,,24.1,125.4,418.1,,19.3,1.1,12.4,2183.0,5.97,PROBLEMATICO
7498,9.55,31.1,79.5,338.6,233.5,13.0,0.73,39.6,786.0,5.71,PROBLEMATICO
7499,3.67,28.1,73.9,164.1,198.9,2.7,4.24,17.6,1456.0,,PROBLEMATICO
7500,6.78,29.2,44.5,370.1,95.6,1.7,1.9,53.8,1696.0,6.85,PROBLEMATICO
7501,9.07,33.2,57.2,446.1,255.1,41.2,6.58,11.2,968.0,6.57,GRAVE
7502,,,251.9,59.6,97.6,21.1,2.28,23.1,606.0,5.42,PROBLEMATICO
7503,,,,290.4,11.4,22.6,3.02,,1271.0,1.72,PROBLEMATICO
7504,7.12,31.6,236.3,303.7,133.4,15.6,4.79,2.8,1216.0,5.52,PROBLEMATICO
7505,6.2,24.4,85.8,297.9,,2.9,2.57,11.2,53.0,5.9,TRATABLE
7506,4.31,33.5,174.5,258.3,150.3,35.7,1.28,13.2,649.0,3.86,PROBLEMATICO
7507,7.25,28.3,,463.5,22.7,33.7,1.44,4.1,,6.39,TRATABLE
7508,6.07,25.0,48.6,212.0,99.7,9.3,6.79,33.7,885.0,7.87,PROBLEMATICO
7509,6.04,28.4,43.9,249.5,259.6,47.2,1.24,6.8,1523.0,3.71,PROBLEMATICO
7510,6.4,32.6,150.2,306.8,167.4,35.4,2.85,18.6,465.0,2.71,PROBLEMATICO
7511,9.09,,143.6,217.9,138.1,6.6,2.89,15.8,1288.0,4.09,PROBLEMATICO
7512,9.89,36.1,190.0,0.5,127.0,16.8,,19.3,1287.0,5.56,PROBLEMATICO
7513,7.26,32.4,139.3,288.5,248.0,15.4,4.86,18.1,1409.0,4.47,PROBLEMATICO
7514,,29.6,302.4,290.6,241.5,27.6,8.21,49.3,936.0,2.58,GRAVE
7515,5.59,21.9,,184.3,0.1,3.7,6.88,3.9,1311.0,6.83,PROBLEMATICO
7516,7.56,26.1,209.3,226.2,,9.3,2.87,12.0,2527.0,4.16,PROBLEMATICO
7517,9.14,,90.8,322.4,191.6,36.3,7.16,10.7,,,GRAVE
7518,6.7,30.5,38.2,467.5,299.3,6.6,1.2,45.3,2231.0,5.79,PROBLEMATICO
7519,4.15,30.2,184.6,412.2,133.1,18.4,6.5,4.6,1079.0,4.14,PROBLEMATICO
7520,7.8,27.8,112.0,9.2,253.5,0.1,1.81,19.1,,5.75,PROBLEMATICO
7521,8.18,,194.9,128.4,,38.4,6.9,9.7,1726.0,7.96,PROBLEMATICO
7522,5.1,30.6,151.8,510.7,28.6,28.2,4.11,12.3,2576.0,6.33,GRAVE
7523,7.21,22.7,48.6,42.1,242.1,,0.39,15.2,,1.26,PROBLEMATICO
7524,7.54,35.5,216.7,336.1,220.9,3.2,4.74,34.8,801.0,4.15,PROBLEMATICO
7525,6.91,16.8,41.6,161.4,75.0,22.3,4.0,41.2,1262.0,3.12,TRATABLE
7526,6.05,34.3,176.3,,169.0,19.5,4.71,10.0,2017.0,6.91,PROBLEMATICO
7527,8.22,26.8,,259.0,350.8,2.2,1.59,29.1,1295.0,4.49,PROBLEMATICO
7528,6.52,32.0,85.4,199.0,91.7,,0.49,37.6,,4.2,PROBLEMATICO
7529,5.22,28.8,224.0,319.9,212.6,45.1,5.84,21.1,509.0,1.5,GRAVE
7530,4.54,28.7,155.8,,30.5,11.6,3.8,36.3,1700.0,10.62,PROBLEMATICO
7531,8.51,29.8,196.7,71.2,,33.9,5.72,7.5,3392.0,,PROBLEMATICO
7532,7.74,31.0,44.7,83.0,221.1,13.5,5.66,24.1,381.0,4.2,PROBLEMATICO
7533,7.11,25.4,139.3,61.4,165.7,35.4,,,1638.0,1.47,GRAVE
7534,6.47,32.2,6.7,38.7,119.9,5.9,,3.7,1681.0,4.85,TRATABLE
7535,6.37,21.6,274.0,316.5,310.2,9.0,4.6,8.2,415.0,4.39,GRAVE
7536,5.71,27.0,61.3,218.9,47.8,20.0,1.01,35.6,1764.0,4.76,PROBLEMATICO
7537,6.48,31.2,88.1,313.7,125.4,25.2,1.68,7.4,2625.0,1.72,PROBLEMATICO
7538,,32.0,36.1,343.7,189.2,27.8,3.13,4.6,1869.0,1.17,PROBLEMATICO
7539,6.12,29.3,180.7,386.2,52.8,25.5,4.63,18.8,943.0,7.89,TRATABLE
7540,6.63,25.0,293.2,323.2,190.9,31.1,8.14,5.8,247.0,2.16,GRAVE
7541,7.73,31.5,178.9,73.7,247.5,21.8,3.58,2.4,,5.55,TRATABLE
7542,6.95,23.7,386.5,,128.5,25.1,9.04,,,3.94,PROBLEMATICO
7543,7.95,,4.0,,71.5,3.8,9.3,4.5,1660.0,,TRATABLE
7544,8.62,,2.9,644.2,108.8,7.1,,36.3,990.0,4.88,PROBLEMATICO
7545,8.27,19.3,39.6,251.4,127.8,1.9,5.89,21.2,560.0,4.68,PROBLEMATICO
7546,7.56,21.0,,318.9,240.6,8.4,2.62,14.5,1251.0,4.79,PROBLEMATICO
7547,7.01,27.2,27.6,232.9,166.5,26.0,9.04,22.0,,2.96,PROBLEMATICO
7548,5.82,27.7,52.4,258.8,122.4,38.9,2.09,28.1,1770.0,2.18,GRAVE
7549,7.89,36.8,175.8,246.6,26.7,4.9,7.61,16.9,1003.0,4.01,PROBLEMATICO
7550,,,8.5,171.8,250.9,,0.9,14.4,375.0,1.44,GRAVE
7551,7.41,27.2,18.0,281.9,96.2,30.1,5.92,0.7,997.0,0.26,PROBLEMATICO
7552,9.3,21.7,84.1,,196.5,12.0,7.34,22.5,979.0,4.79,PROBLEMATICO
7553,5.17,24.5,92.6,,138.9,15.7,,25.5,1165.0,3.95,PROBLEMATICO
7554,5.62,35.4,210.9,400.4,21.5,42.1,2.6,20.0,2586.0,6.45,PROBLEMATICO
7555,8.03,,38.9,378.6,266.9,19.8,,46.4,983.0,6.19,PROBLEMATICO
7556,,,55.2,91.6,,42.0,8.61,11.3,1293.0,5.53,PROBLEMATICO
7557,8.58,29.0,,76.5,216.4,38.1,2.48,8.5,1744.0,5.5,PROBLEMATICO
7558,6.98,26.9,,330.7,171.5,11.4,2.59,45.1,1555.0,2.92,PROBLEMATICO
7559,5.96,29.6,248.6,144.2,20.3,20.3,8.51,19.0,2226.0,,PROBLEMATICO
7560,6.74,21.2,162.2,61.8,226.9,51.3,3.81,7.8,,3.28,PROBLEMATICO
7561,5.16,35.3,131.7,559.0,360.5,1.6,3.83,1.6,736.0,5.66,GRAVE
7562,5.65,,171.8,76.1,,,9.52,13.2,943.0,10.01,PROBLEMATICO
7563,8.17,27.2,,24.2,153.6,33.7,2.06,12.5,549.0,0.0,PROBLEMATICO
7564,8.05,39.1,95.3,108.9,29.8,25.8,1.81,2.2,1238.0,5.97,TRATABLE
7565,7.44,25.0,39.7,291.7,67.0,22.9,4.54,34.2,1309.0,4.65,TRATABLE
7566,,29.0,200.4,,104.1,54.7,4.1,12.6,967.0,3.26,PROBLEMATICO
7567,6.57,34.2,139.0,589.7,288.2,2.1,,36.9,1583.0,6.0,GRAVE
7568,5.53,24.7,189.9,,274.4,2.9,6.42,6.0,1603.0,1.98,GRAVE
7569,8.41,20.1,133.4,292.5,133.5,23.2,4.05,4.4,689.0,8.61,PROBLEMATICO
7570,6.3,18.9,115.8,453.1,183.0,2.6,4.19,4.9,1602.0,6.62,PROBLEMATICO
7571,5.7,37.3,43.0,131.4,,10.0,3.99,24.3,392.0,3.39,PROBLEMATICO
7572,,24.4,255.1,376.7,151.1,27.8,0.86,46.5,551.0,0.64,GRAVE
7573,6.23,26.1,175.3,79.8,87.6,,1.55,9.5,2202.0,3.25,TRATABLE
7574,8.78,21.4,,566.6,145.5,4.6,0.75,26.6,1041.0,7.36,PROBLEMATICO
7575,6.12,31.7,81.1,429.1,112.5,19.4,7.42,23.5,,8.34,PROBLEMATICO
7576,5.32,23.1,155.7,127.5,110.7,47.1,4.01,27.0,2367.0,4.03,PROBLEMATICO
7577,4.42,,36.5,,,,6.98,3.6,1323.0,5.92,PROBLEMATICO
7578,6.96,28.5,111.0,486.4,336.4,31.3,2.65,25.2,1019.0,3.68,GRAVE
7579,,21.7,67.9,18.0,123.1,42.2,7.44,29.6,570.0,3.92,PROBLEMATICO
7580,5.29,26.1,324.0,142.0,281.9,5.3,0.85,21.9,1526.0,2.75,GRAVE
7581,8.43,34.0,252.3,492.3,15.8,1.6,6.92,35.1,2215.0,7.3,PROBLEMATICO
7582,7.8,29.1,215.7,262.1,130.8,51.2,3.77,36.2,1153.0,3.08,PROBLEMATICO
7583,6.97,27.7,14.1,328.5,10.4,,0.16,9.5,2102.0,5.29,TRATABLE
7584,8.64,28.1,197.8,262.6,108.8,1.9,4.47,26.6,1098.0,,PROBLEMATICO
7585,7.8,25.1,136.9,410.5,211.6,3.0,5.51,50.6,671.0,9.74,GRAVE
7586,6.01,37.0,230.1,342.3,251.9,18.4,6.97,3.2,860.0,,PROBLEMATICO
7587,5.75,22.9,149.0,269.1,62.1,47.1,4.19,35.9,679.0,3.49,PROBLEMATICO
7588,,28.1,119.4,128.3,185.8,,5.81,19.4,2164.0,3.04,PROBLEMATICO
7589,7.48,27.6,141.0,365.2,263.0,41.2,5.34,5.5,1992.0,6.33,GRAVE
7590,7.2,32.0,42.5,381.3,248.8,14.1,4.17,17.8,1473.0,8.55,TRATABLE
7591,,32.5,50.9,26.9,165.9,21.9,6.88,28.0,460.0,8.12,PROBLEMATICO
7592,7.73,26.8,153.6,39.1,81.1,7.6,0.43,8.5,2234.0,3.52,TRATABLE
7593,6.09,28.5,222.5,343.2,71.1,14.5,4.3,32.4,933.0,6.12,PROBLEMATICO
7594,6.88,,70.5,285.0,55.7,1.8,6.05,,765.0,2.42,PROBLEMATICO
7595,8.74,15.6,116.3,,136.8,,2.66,17.7,967.0,4.45,TRATABLE
7596,6.21,19.1,24.1,102.0,57.7,8.9,4.77,9.2,1228.0,1.75,TRATABLE
7597,5.11,,251.3,306.5,207.8,19.4,,45.2,1501.0,4.59,GRAVE
7598,,24.2,220.2,371.8,162.8,29.6,4.23,19.1,1961.0,2.48,GRAVE
7599,8.19,21.0,178.7,144.8,158.3,52.0,1.84,26.0,,4.37,PROBLEMATICO
7600,7.31,30.7,156.6,223.5,44.0,15.4,2.45,,1220.0,,TRATABLE
7601,6.85,27.0,259.7,91.7,142.8,32.6,5.72,11.8,940.0,2.8,GRAVE
7602,6.39,25.9,47.5,488.3,94.1,18.8,1.28,33.9,585.0,3.69,PROBLEMATICO
7603,7.58,20.7,37.8,281.4,356.6,39.3,0.73,15.3,,6.41,PROBLEMATICO
7604,5.98,26.8,215.5,,12.0,0.6,6.17,1.5,1571.0,3.74,PROBLEMATICO
7605,7.37,13.9,209.5,41.9,119.5,12.4,3.53,35.5,665.0,2.09,PROBLEMATICO
7606,6.12,26.2,12.6,22.0,178.3,33.9,1.8,45.3,462.0,3.67,PROBLEMATICO
7607,,27.3,72.2,576.1,42.7,32.5,5.35,42.1,1749.0,4.55,GRAVE
7608,6.24,28.2,272.0,218.8,332.8,32.8,0.68,38.2,905.0,5.74,GRAVE
7609,6.55,19.2,157.1,178.1,334.9,47.4,0.58,9.9,383.0,0.91,GRAVE
7610,6.94,28.1,190.8,211.6,54.2,9.2,3.38,2.7,537.0,5.64,TRATABLE
7611,7.28,21.8,15.7,136.6,,0.6,3.58,6.4,1561.0,4.89,TRATABLE
7612,3.0,22.9,179.1,,354.7,32.1,1.77,8.5,2300.0,0.29,GRAVE
7613,,30.6,7.8,256.3,279.5,36.6,3.21,13.3,1911.0,3.96,PROBLEMATICO
7614,6.53,37.1,58.2,252.7,103.1,33.8,8.0,46.9,115.0,4.72,PROBLEMATICO
7615,8.81,27.3,185.4,22.7,,70.8,3.89,14.8,1133.0,2.76,PROBLEMATICO
7616,5.7,22.9,249.1,410.6,1.3,5.5,0.55,15.3,,2.39,PROBLEMATICO
7617,7.2,27.9,97.2,150.5,359.7,28.6,4.07,9.2,167.0,4.39,PROBLEMATICO
7618,8.79,31.7,70.8,131.4,147.3,20.7,2.36,6.2,2333.0,4.45,TRATABLE
7619,,30.1,274.0,,198.6,33.2,8.84,10.4,61.0,0.24,GRAVE
7620,7.47,40.7,102.5,60.6,46.5,28.8,0.44,38.2,1623.0,3.11,TRATABLE
7621,6.04,23.4,114.1,298.2,26.4,12.7,4.62,19.1,955.0,2.87,PROBLEMATICO
7622,6.39,28.3,272.5,411.1,,29.0,4.49,26.3,1353.0,1.82,GRAVE
7623,6.04,34.7,,119.9,331.6,,1.66,34.2,1260.0,6.21,PROBLEMATICO
7624,6.12,34.4,61.1,81.8,86.0,,,22.0,587.0,6.38,TRATABLE
7625,10.27,17.2,193.4,65.1,,42.4,,,1575.0,1.59,GRAVE
7626,8.01,27.0,55.9,169.3,,66.7,1.76,16.8,,4.14,TRATABLE
7627,8.32,34.4,107.0,28.3,303.7,12.4,6.13,4.3,,5.36,PROBLEMATICO
7628,7.59,41.5,1.3,,76.1,45.2,1.04,16.0,745.0,6.48,TRATABLE
7629,5.07,30.5,,150.7,115.0,33.6,7.96,17.2,1029.0,6.24,PROBLEMATICO
7630,,25.2,126.1,247.2,223.7,8.6,7.79,38.7,1590.0,3.79,PROBLEMATICO
7631,8.29,22.0,207.1,11.9,234.4,15.5,,9.2,694.0,4.67,PROBLEMATICO
7632,5.98,38.1,197.2,354.4,111.6,,0.97,9.2,2020.0,6.69,PROBLEMATICO
7633,8.16,30.6,169.6,549.0,249.7,22.9,2.37,12.3,1407.0,3.67,PROBLEMATICO
7634,7.85,22.8,155.5,507.2,192.9,21.1,2.41,26.7,2588.0,2.66,GRAVE
7635,9.22,26.0,113.4,144.9,141.6,9.6,,11.4,,6.75,PROBLEMATICO
7636,6.5,28.6,174.9,,230.2,8.3,7.99,6.0,1391.0,2.41,PROBLEMATICO
7637,5.68,29.7,19.9,349.0,,4.6,1.43,2.2,1042.0,1.05,PROBLEMATICO
7638,6.57,22.5,91.4,242.2,35.3,,5.17,31.0,1204.0,5.08,PROBLEMATICO
7639,8.72,23.9,,281.9,288.4,19.7,6.23,23.8,1589.0,5.93,GRAVE
7640,4.81,18.7,180.7,372.9,174.5,28.4,,27.7,2333.0,6.94,PROBLEMATICO
7641,4.52,32.2,108.6,409.0,277.6,7.2,5.51,32.0,2202.0,5.83,GRAVE
7642,7.11,,,103.9,145.2,35.6,5.33,3.5,1747.0,,PROBLEMATICO
7643,6.47,29.3,54.2,384.6,164.8,5.7,3.18,,453.0,2.26,PROBLEMATICO
7644,7.01,34.1,56.5,550.0,179.9,35.8,7.26,15.3,942.0,5.26,PROBLEMATICO
7645,8.13,28.1,44.0,,194.7,6.4,2.37,17.3,1609.0,5.65,TRATABLE
7646,6.34,26.4,,526.6,292.8,58.3,,0.9,643.0,3.28,GRAVE
7647,4.75,28.0,22.5,215.0,186.6,33.7,4.4,23.1,1188.0,,PROBLEMATICO
7648,9.45,27.3,51.0,357.2,137.2,37.1,3.07,35.9,1312.0,6.83,PROBLEMATICO
7649,5.8,33.2,,297.6,241.0,18.9,3.33,,2474.0,6.26,PROBLEMATICO
7650,5.73,,11.6,434.9,183.0,32.9,0.17,17.2,1090.0,6.9,PROBLEMATICO
7651,8.32,,60.6,47.4,435.6,0.5,,,99.0,3.46,PROBLEMATICO
7652,6.54,32.2,79.0,158.9,169.1,4.4,0.63,14.8,1739.0,7.56,TRATABLE
7653,6.92,33.2,174.5,412.1,263.8,16.5,4.79,53.2,1931.0,3.41,GRAVE
7654,7.58,20.3,58.1,59.3,228.2,49.3,6.7,4.5,2795.0,,PROBLEMATICO
7655,8.3,34.7,21.1,293.6,65.0,,5.37,16.4,892.0,4.26,PROBLEMATICO
7656,6.6,28.8,3.4,247.0,66.3,18.3,1.86,11.7,239.0,4.31,TRATABLE
7657,8.82,28.4,,214.7,96.1,,3.2,0.9,1447.0,2.8,PROBLEMATICO
7658,4.44,32.0,22.2,353.1,10.0,20.4,4.83,8.2,1567.0,5.28,PROBLEMATICO
7659,7.91,24.2,294.8,49.2,,44.6,4.99,15.5,1605.0,9.37,PROBLEMATICO
7660,5.99,,94.6,109.6,2.9,26.4,8.91,6.3,918.0,5.5,PROBLEMATICO
7661,8.65,25.1,79.4,224.9,29.1,23.7,5.87,44.7,1500.0,6.22,PROBLEMATICO
7662,7.17,19.6,,33.8,164.2,0.9,4.44,28.1,1275.0,5.97,PROBLEMATICO
7663,6.19,22.0,50.2,471.6,331.9,35.0,4.31,,806.0,3.31,PROBLEMATICO
7664,7.8,29.8,139.1,106.2,,25.7,2.96,12.1,432.0,2.41,PROBLEMATICO
7665,8.07,22.3,48.0,391.5,18.5,24.4,4.0,9.4,974.0,4.21,TRATABLE
7666,,35.1,257.7,92.4,86.7,42.0,6.15,11.1,1153.0,4.53,PROBLEMATICO
7667,5.76,32.9,19.3,376.8,125.3,15.8,1.88,2.5,1681.0,7.1,PROBLEMATICO
7668,,33.7,91.6,39.6,14.2,34.6,5.23,,1178.0,2.99,PROBLEMATICO
7669,7.0,27.6,3.1,503.6,70.1,51.6,3.67,40.1,842.0,4.56,PROBLEMATICO
7670,6.95,28.3,154.8,454.3,60.9,26.0,9.15,24.9,1576.0,4.5,PROBLEMATICO
7671,7.9,21.0,109.4,150.5,,5.9,4.89,45.6,1149.0,3.92,PROBLEMATICO
7672,4.58,32.0,187.7,101.4,182.6,14.3,4.98,58.1,,5.59,GRAVE
7673,7.4,28.9,165.2,332.4,124.7,5.7,1.43,48.2,,4.98,PROBLEMATICO
7674,6.65,29.8,62.7,24.7,102.2,18.3,8.39,6.6,1668.0,7.25,TRATABLE
7675,5.99,35.4,76.0,256.3,69.0,7.8,,28.5,1138.0,4.8,PROBLEMATICO
7676,6.11,24.0,85.3,104.6,145.2,33.4,8.09,28.4,,0.63,PROBLEMATICO
7677,6.74,26.4,289.6,204.2,42.4,22.2,3.45,22.7,2065.0,2.47,GRAVE
7678,3.0,28.6,182.2,134.1,294.7,46.5,4.0,17.0,1565.0,3.44,GRAVE
7679,6.16,22.3,290.3,,,24.6,0.11,10.8,945.0,,PROBLEMATICO
7680,5.95,26.1,195.7,556.9,74.4,37.9,9.53,39.3,74.0,2.37,GRAVE
7681,7.64,29.5,114.3,390.5,226.8,9.7,5.11,12.8,,6.46,PROBLEMATICO
7682,6.03,25.4,28.3,,100.1,14.1,9.57,42.6,1823.0,1.45,PROBLEMATICO
7683,6.74,33.5,138.1,92.4,207.2,17.2,2.95,46.2,553.0,5.51,PROBLEMATICO
7684,8.85,19.4,114.5,404.3,311.7,7.1,5.42,17.7,1487.0,,GRAVE
7685,8.19,32.6,111.6,,,49.5,,20.1,574.0,4.46,PROBLEMATICO
7686,8.08,30.3,101.2,0.7,19.8,12.7,4.99,6.3,1073.0,4.49,TRATABLE
7687,,24.2,64.7,375.7,24.6,20.0,3.0,33.1,864.0,5.01,TRATABLE
7688,7.65,22.4,233.5,297.7,121.3,42.4,2.58,37.9,1785.0,1.61,GRAVE
7689,6.72,16.6,115.5,99.5,184.3,35.7,2.96,28.8,1835.0,6.51,PROBLEMATICO
7690,6.76,23.0,7.3,177.4,260.6,15.2,12.01,7.3,,3.6,PROBLEMATICO
7691,7.49,,163.4,,61.5,5.8,2.14,14.0,2145.0,2.67,PROBLEMATICO
7692,6.28,26.7,43.0,258.7,91.5,41.6,1.96,10.7,1017.0,,PROBLEMATICO
7693,8.79,32.8,170.6,12.3,114.9,12.6,4.11,16.4,1960.0,,TRATABLE
7694,6.81,23.9,199.3,112.7,112.9,7.1,4.07,33.3,2121.0,3.06,PROBLEMATICO
7695,7.74,30.5,211.8,,289.6,40.0,3.06,10.7,805.0,3.68,PROBLEMATICO
7696,8.75,23.4,105.5,,,27.5,,34.1,2334.0,0.0,PROBLEMATICO
7697,8.24,22.2,82.8,156.6,155.3,15.7,3.18,35.3,52.0,4.1,TRATABLE
7698,5.31,,63.7,226.1,231.1,,0.04,23.5,475.0,3.66,PROBLEMATICO
7699,7.53,23.7,55.0,305.7,299.1,30.0,9.34,30.6,907.0,3.59,PROBLEMATICO
7700,8.02,19.3,,569.4,136.5,21.0,4.74,7.5,477.0,2.98,GRAVE
7701,8.07,26.1,,406.8,265.9,24.8,,5.5,187.0,5.73,PROBLEMATICO
7702,5.66,27.5,45.7,487.0,322.8,16.9,7.15,4.8,1918.0,5.35,GRAVE
7703,6.21,33.3,17.1,163.5,129.0,20.1,12.13,0.0,887.0,5.06,TRATABLE
7704,8.19,31.7,110.2,69.3,83.6,10.5,2.79,36.8,1255.0,2.4,PROBLEMATICO
7705,,33.1,80.9,394.3,358.7,7.6,4.92,30.5,,3.19,PROBLEMATICO
7706,6.64,30.6,17.3,247.1,252.1,9.7,6.41,,1963.0,0.0,GRAVE
7707,8.89,28.7,194.8,381.5,141.2,13.1,6.07,18.2,2286.0,5.35,PROBLEMATICO
7708,6.94,20.9,279.5,,205.0,16.7,6.71,17.1,589.0,7.16,PROBLEMATICO
7709,6.13,27.7,206.6,366.7,35.5,25.0,6.75,4.5,2283.0,0.34,PROBLEMATICO
7710,5.95,30.0,,218.5,250.9,8.8,2.77,30.0,1313.0,6.48,GRAVE
7711,7.4,34.3,115.5,167.0,40.0,31.3,7.59,16.0,1318.0,6.84,PROBLEMATICO
7712,5.4,,258.6,184.0,247.1,35.2,3.66,9.6,1005.0,,GRAVE
7713,6.7,33.2,14.4,338.3,67.8,35.1,4.84,3.4,1416.0,9.76,TRATABLE
7714,7.4,21.8,,389.3,25.4,38.8,5.84,,2281.0,2.62,PROBLEMATICO
7715,8.56,25.4,10.3,184.0,60.1,11.8,1.87,10.6,1660.0,3.55,TRATABLE
7716,7.8,29.1,271.6,312.0,92.4,17.1,5.3,14.0,1969.0,4.0,PROBLEMATICO
7717,6.14,,81.3,311.3,211.1,26.4,5.86,15.3,591.0,5.55,PROBLEMATICO
7718,8.41,,320.6,382.9,1.0,14.4,1.68,,898.0,2.82,PROBLEMATICO
7719,6.64,26.6,275.5,427.6,16.4,1.1,8.2,15.2,1258.0,3.52,PROBLEMATICO
7720,5.52,30.4,110.4,576.0,90.6,,1.54,28.5,1553.0,1.81,GRAVE
7721,6.79,,55.3,166.3,220.8,51.4,4.82,31.7,1442.0,4.72,PROBLEMATICO
7722,8.73,35.0,137.5,512.8,233.3,8.6,8.59,9.8,2458.0,7.19,PROBLEMATICO
7723,7.2,22.6,103.8,271.1,154.0,7.7,,8.8,734.0,4.08,PROBLEMATICO
7724,7.02,17.4,83.9,52.9,238.3,12.2,7.12,9.8,1526.0,5.87,TRATABLE
7725,8.96,27.1,,132.9,208.8,32.0,7.33,29.2,1557.0,3.78,PROBLEMATICO
7726,,,73.7,333.9,98.3,28.3,2.52,21.2,919.0,7.52,PROBLEMATICO
7727,5.46,29.9,20.1,380.3,,34.7,0.89,8.6,1155.0,4.64,PROBLEMATICO
7728,5.06,30.8,169.6,67.1,11.6,67.6,5.25,6.5,736.0,2.38,GRAVE
7729,7.45,27.2,209.2,112.5,188.6,36.8,6.14,17.8,1407.0,,PROBLEMATICO
7730,7.2,26.2,186.7,154.0,23.4,38.2,7.31,,277.0,,PROBLEMATICO
7731,8.85,19.3,150.8,,154.3,73.5,6.34,38.5,2384.0,4.03,PROBLEMATICO
7732,7.29,15.7,43.2,88.4,261.9,30.8,2.52,11.5,1029.0,5.29,PROBLEMATICO
7733,6.52,28.0,138.5,149.5,161.3,14.9,6.64,34.3,701.0,1.39,PROBLEMATICO
7734,7.0,33.6,191.3,181.3,138.7,16.5,2.3,11.8,,4.12,PROBLEMATICO
7735,7.14,28.7,67.2,295.4,162.6,41.0,7.82,7.8,952.0,6.65,PROBLEMATICO
7736,4.99,,130.7,368.0,206.3,0.5,1.33,5.6,,7.11,PROBLEMATICO
7737,10.25,,106.9,4.8,353.4,13.0,1.27,19.8,1414.0,3.04,PROBLEMATICO
7738,,28.6,269.6,7.8,205.2,,11.46,3.0,1053.0,1.21,GRAVE
7739,7.25,26.4,196.6,155.0,89.7,36.8,4.17,16.9,3227.0,7.51,PROBLEMATICO
7740,7.74,22.9,174.8,250.6,119.1,32.7,3.23,4.5,311.0,2.68,PROBLEMATICO
7741,7.85,37.1,,431.6,49.9,19.1,0.54,18.1,1630.0,3.65,TRATABLE
7742,6.83,29.6,135.6,379.2,16.1,41.2,,8.7,1484.0,,PROBLEMATICO
7743,6.24,22.3,106.0,,,32.9,6.38,,,4.34,PROBLEMATICO
7744,7.72,,105.3,314.8,93.8,28.2,2.95,15.1,972.0,3.31,PROBLEMATICO
7745,7.46,33.3,20.7,98.2,0.4,21.7,2.44,10.5,2844.0,6.18,TRATABLE
7746,6.03,21.8,22.1,263.4,149.7,38.1,8.88,30.2,834.0,5.9,PROBLEMATICO
7747,8.7,36.3,113.9,238.8,89.1,,3.13,25.7,2614.0,1.89,GRAVE
7748,7.35,13.2,220.3,502.8,31.4,17.1,3.07,18.1,1123.0,1.44,PROBLEMATICO
7749,7.88,34.1,66.9,338.8,70.4,36.6,3.89,0.1,1223.0,2.2,PROBLEMATICO
7750,8.67,29.4,84.0,111.3,105.1,10.2,1.58,25.6,938.0,3.19,TRATABLE
7751,,27.6,280.3,113.1,35.2,26.2,7.82,15.6,505.0,5.66,PROBLEMATICO
7752,,26.1,93.3,190.0,210.6,29.2,6.18,34.6,350.0,5.13,PROBLEMATICO
7753,7.97,36.5,108.4,31.6,165.5,,5.46,10.8,775.0,7.66,PROBLEMATICO
7754,,30.5,109.6,208.6,117.3,24.4,10.93,37.2,1727.0,3.16,PROBLEMATICO
7755,7.06,22.5,1.1,224.1,285.1,32.9,1.91,17.8,1579.0,2.32,GRAVE
7756,7.15,18.4,171.5,334.0,141.0,2.5,7.83,8.3,941.0,4.44,PROBLEMATICO
7757,5.85,27.9,61.2,360.2,178.6,25.3,2.67,0.4,2515.0,1.01,GRAVE
7758,9.78,27.0,117.3,267.8,208.7,61.9,5.93,4.4,610.0,4.68,GRAVE
7759,5.31,19.4,160.0,43.4,88.3,7.1,10.78,17.1,1520.0,3.33,PROBLEMATICO
7760,5.44,26.7,294.8,30.2,88.9,,0.85,31.2,284.0,8.41,GRAVE
7761,8.58,24.1,1.4,141.1,144.1,20.3,8.93,26.0,1411.0,4.07,PROBLEMATICO
7762,,27.0,197.8,,5.3,43.3,0.15,27.0,1561.0,8.54,PROBLEMATICO
7763,5.77,30.6,198.2,361.3,318.5,9.0,10.23,1.6,1062.0,5.36,GRAVE
7764,7.73,34.5,62.6,205.1,156.1,22.1,2.62,30.9,1231.0,5.99,PROBLEMATICO
7765,8.76,31.5,174.0,674.8,119.9,61.8,1.78,16.9,866.0,5.34,PROBLEMATICO
7766,6.96,,267.9,531.1,348.6,18.9,2.39,29.3,1851.0,1.42,GRAVE
7767,10.12,28.8,51.2,473.2,29.9,33.4,4.1,11.6,1812.0,7.24,PROBLEMATICO
7768,4.93,27.3,141.7,376.1,293.6,32.7,3.54,23.1,,6.07,GRAVE
7769,7.83,20.3,156.4,332.5,,14.5,3.84,4.0,,4.65,PROBLEMATICO
7770,8.4,29.0,168.1,,,30.0,4.95,7.8,1587.0,1.71,GRAVE
7771,8.07,,189.2,74.9,122.4,,4.72,,913.0,1.12,PROBLEMATICO
7772,6.75,27.2,135.0,60.8,145.6,33.4,4.02,7.3,1449.0,3.96,PROBLEMATICO
